항목ID,항목명,데이터타입,설문 문항
C_12_029,PC 인터넷 광고 주목도(1),단수,"귀하께서는 평소 PC를 통해 인터넷을 이용하시면서 광고(배너광고, 동영상광고, 팝업광고, 검색광고, SNS광고 등을 얼마나 많이 보시는 편입니까?"
C_12_031,PC 인터넷 광고 관심도(1),단수,귀하께서 평소 PC를 통해 인터넷을 이용하실 때 광고가 나오면 광고를 얼마나 관심 있게 보십니까?
C_12_033,PC 인터넷 광고 시청 이유,단수,귀하께서 광고를 보시는 가장 큰 이유는 무엇입니까?
C_12_034,PC 인터넷 광고 집중도- 배너광고,단수,귀하께서는 PC를 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 배너광고
C_12_035,PC 인터넷 광고 집중도 - 동영상 광고,단수,귀하께서는 PC를 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 동영상 광고
C_12_036,PC 인터넷 광고 집중도 - 팝업 광고,단수,귀하께서는 PC를 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 팝업 광고
C_12_037,PC 인터넷 광고 집중도 - 검색 광고,단수,귀하께서는 PC를 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 검색 광고
C_12_055,동의정도- 제품/브랜드를 관심있게 본다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드를 관심있게 본다
C_12_056,동의정도- 제품/브랜드에 대해 알게 된다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대해 알게 된다
C_12_057,동의정도- 제품/브랜드의 이미지가 좋아진다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드의 이미지가 좋아진다
C_12_058,동의정도- 제품/브랜드에 대해 추가 검색을 하고 싶어진다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대해 추가 검색을 하고 싶어진다
C_12_059,동의정도- 제품/브랜드에 대한 정보를 공유 하고 싶어진다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대한 정보를 공유 하고 싶어진다
C_12_060,동의정도- 제품/브랜드를 사고 싶은 생각이 든다,단수,귀하께서는 이런 PC를 통해 접하는 광고에 대해 다음의 항목별로 어떻게 생각하십니까? - 제품/브랜드를 사고 싶은 생각이 든다
C_13_006,모바일 인터넷 이용 빈도,단수,귀하께서는 평소에 모바일(스마트폰/태블릿PC)을 통해 인터넷을 얼마나 자주 이용하십니까?
C_13_023#1,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#2,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#3,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#4,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#5,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#6,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#7,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#8,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#9,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_023#10,모바일 인터넷 이용 콘텐츠,복수,귀하께서는 모바일을 통해 인터넷을 하실 때 주로 이용하시는 콘텐츠는 무엇입니까?
C_13_025,모바일 인터넷 광고 주목도,단수,귀하께서는 평소 모바일 기기(스마트폰/태블릿PC)를 통해 인터넷을 하실 때 광고를 얼마나 많이 보시는 편입니까?
C_13_026,모바일 인터넷 광고 관심도,단수,귀하께서 평소 모바일 기기(스마트폰/태블릿PC)를 통해 인터넷을 하실 때 광고가 나오면 광고를 얼마나 관심 있게 보십니까?
C_13_027,모바일 인터넷 광고 시청 이유,단수,귀하께서 광고를 보시는 가장 큰 이유는 무엇입니까?
C_13_028,광고 집중도 - 웹/앱 배너광고,단수,귀하께서는 모바일을 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 웹/앱 배너광고
C_13_029,광고 집중도 - 동영상 광고,단수,귀하께서는 모바일을 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 동영상 광고
C_13_030,광고 집중도 - 검색 광고,단수,귀하께서는 모바일을 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 검색 광고
C_13_031,광고 집중도 - 리워드광고,단수,귀하께서는 모바일을 통해 인터넷을 하실 때 접하는 광고들을 얼마나 집중해서 보십니까? - 리워드광고
C_13_032,동의정도- 제품/브랜드를 관심있게 본다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드를 관심 있게 본다
C_13_033,동의정도- 제품/브랜드에 대해 알게 된다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대해 알게 된다
C_13_034,동의정도- 제품/브랜드의 이미지가 좋아진다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드의 이미지가 좋아진다
C_13_035,동의정도- 제품/브랜드에 대해 추가 검색을 하고 싶어진다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대해 추가 검색을 하고 싶어진다
C_13_036,동의정도- 제품/브랜드에 대한 정보를 공유 하고 싶어진다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드에 대한 정보를 공유 하고 싶어진다
C_13_037,동의정도- 제품/브랜드를 사고 싶은 생각이 든다,단수,귀하께서는 이런 모바일 기기(스마트폰/태블릿PC)를 통해 접하는 광고에 대해 다음 항목별로 어떻게 생각하십니까? - 제품/브랜드를 사고 싶은 생각이 든다
C_19_001,인터넷을 통한 실시간 TV 프로그램 시청 비중 : PC,주관식,"귀하께서는 인터넷을 통한 실시간 TV프로그램 시청 시, 이용하는 PC(데스크탑/노트북)의 비중은 어떻게 됩니까?"
C_19_002,인터넷을 통한 실시간 TV 프로그램 시청 비중 : 모바일,주관식,"귀하께서는 인터넷을 통한 실시간 TV프로그램 시청 시, 이용하는 모바일기기(태블릿PC, 스마트폰)의 비중은 어떻게 됩니까?"
C_19_003,인터넷을 통한 VOD/다시보기 TV 프로그램 시청 비중 : PC,주관식,"귀하께서는 인터넷을 통한 VOD/다시보기 TV프로그램 시청 시, 이용하는 PC(데스크탑/노트북)의 비중은 어떻게 됩니까?"
C_19_004,인터넷을 통한 VOD/다시보기 TV 프로그램 시청 비중 : 모바일,주관식,"귀하께서는 인터넷을 통한 VOD/다시보기 TV프로그램 시청 시, 이용하는 모바일기기(태블릿PC, 스마트폰)의 비중은 어떻게 됩니까?"
C_19_005,인터넷을 통해 즐겨보는 실시간 TV 프로그램 장르,복수,"귀하께서 인터넷을 통한 실시간 TV프로그램 시청 시, 주로 시청하시는 장르는 무엇입니까? "
C_19_006#1,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#2,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#3,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#4,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#5,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#6,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#7,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#8,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#9,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#10,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#11,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#12,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#13,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#14,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#15,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#16,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_006#17,주 이용 스트리밍 플랫폼,복수,귀하께서 주로 이용하시는 스트리밍 플랫폼을 모두 말씀해 주십시오. 
C_19_007,PC/모바일을 통해 가장 많이 시청하는 동영상 장르,단수,귀하께서 PC/모바일을 통해 가장 많이 시청하시는 동영상 장르는 무엇입니까?
C_19_008#1,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#2,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#3,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#4,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#5,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#6,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#7,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#8,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#9,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#10,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#11,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#12,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#13,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#14,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#15,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#16,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_19_008#17,주 이용 VOD 서비스 플랫폼,복수,귀하께서 주로 이용하시는 VOD 서비스 플랫폼을 모두 말씀해주십시오. 
C_20_001,온라인 동영상 시청 빈도,단수,귀하께서는 온라인 동영상을 얼마나 자주 시청하십니까?
C_20_002#1,주 이용 온라인 동영상 시청 사이트,복수,귀하께서 온라인 동영상을 주로 시청하는 사이트는 어디입니까? 모두 골라 주십시오.
C_20_002#2,주 이용 온라인 동영상 시청 사이트,복수,귀하께서 온라인 동영상을 주로 시청하는 사이트는 어디입니까? 모두 골라 주십시오.
